"Category level 1";"Category level 2";"Category level 3";"Category level 4";"Code";"Optional EAN";"Nature of Product authorized";"Mandatory specific data"
"CARS - MOTORCYCLES";"PARTS";"GEAR LEVER KNOB";"GEAR LEVER KNOB";"0S093M01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"GEARBOX - TRANSFER BOX - AXLE - DIFFERENTIAL";"GEARBOX - TRANSFER BOX - AXLE - DIFFERENTIAL";"0S093P01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"GUIDON";"GUIDON";"0S095K01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HANDBRAKE CABLE";"HANDBRAKE CABLE";"0S090Z01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HANDBRAKE LEVER";"HANDBRAKE LEVER";"0S093201";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HANDLEBAR END PIECES";"HANDLEBAR END PIECES";"0S092501";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HANDLEBAR FOAM";"HANDLEBAR FOAM";"0S093C01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HANDLES - HANDLE STOP - HEATING HANDLES";"HANDLES - HANDLE STOP - HEATING HANDLES";"0S093L01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HEADLIGHT TRIM";"HEADLIGHT TRIM";"0S093F01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HEADLIGHTS - LIGHTS - SIDE REPEATER - INDICATOR LIGHTS - INDICATOR UNIT - REAR LIGHT UNIT - HEADLIGHT LENS - HGV LIGHTING";"HEADLIGHTS - LIGHTS - SIDE REPEATER - INDICATOR LIGHTS - INDICATOR UNIT - REAR LIGHT UNIT - HEADLIGHT LENS - HGV LIGHTING";"0S093G01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HEAT EXCHANGER - INTERCOOLER";"HEAT EXCHANGER - INTERCOOLER";"0S092401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HEATING RADIATOR";"HEATING RADIATOR";"0S093W01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HORN ";"HORN ";"0S093001";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HUB HOLDER - STUB AXLE HOLDER";"HUB HOLDER - STUB AXLE HOLDER";"0S093Q01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"HYDRAULIC HAND BRAKE";"HYDRAULIC HAND BRAKE";"0S092H01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"IGNITION COIL - HIGH VOLTAGE COIL";"IGNITION COIL - HIGH VOLTAGE COIL";"0S090J01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"IGNITION WIRING HARNESS";"IGNITION WIRING HARNESS";"0S092901";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"INJECTOR - PETROL-DIESEL INJECTION SYSTEM";"INJECTOR - PETROL-DIESEL INJECTION SYSTEM";"0S092M01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"INLET HOSE - AIR HOSE";"INLET HOSE - AIR HOSE";"0S092101";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"INTAKE MANIFOLD";"INTAKE MANIFOLD";"0S091G01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"INTAKE VALVE";"INTAKE VALVE";"0S094N01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"INTERMEDIATE SILENCER - INTERMEDIATE TUBE";"INTERMEDIATE SILENCER - INTERMEDIATE TUBE";"0S094901";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"KNOCK SENSOR - PINKING SENSOR";"KNOCK SENSOR - PINKING SENSOR";"0S091401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"LAMBDA PROBE";"LAMBDA PROBE";"0S094H01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"LINE AFTER CATALYTIC CONVERTER";"LINE AFTER CATALYTIC CONVERTER";"0S093401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"LINKAGE - TIE ROD";"LINKAGE - TIE ROD";"0S090F01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"MISCELLANEOUS EXHAUST PIPE PARTS";"MISCELLANEOUS EXHAUST PIPE PARTS";"0S093K01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"MOTORCYCLE BRAKE DISC LOCK";"MOTORCYCLE BRAKE DISC LOCK";"0S091X01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"MOTORCYCLE BRAKE LEVER BASE";"MOTORCYCLE BRAKE LEVER BASE";"0S091F01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"MUDGUARD - FLAP";"MUDGUARD - FLAP";"0S092L01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"MULTI-RIB BELT - ACCESSORIES BELT - ACCESSORIES BELT KIT";"MULTI-RIB BELT - ACCESSORIES BELT - ACCESSORIES BELT KIT";"0S091P01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"OIL FILLER CAP";"OIL FILLER CAP";"0S090N01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"OIL FILTER";"OIL FILTER";"0S092D01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"OIL RADIATOR";"OIL RADIATOR";"0S093Y01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"OIL SUMP SEAL";"OIL SUMP SEAL";"0S092R01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PARCEL SHELF";"PARCEL SHELF";"0S095801";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PASSENGER COMPARTMENT FILTER";"PASSENGER COMPARTMENT FILTER";"0S092E01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PEDALE LATERALE";"PEDALE LATERALE";"0S095N01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PISTON";"PISTON";"0S093H01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"POWER BRAKE - PRESSURE ACCUMULATOR";"POWER BRAKE - PRESSURE ACCUMULATOR";"0S094801";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"POWER STEERING PUMP";"POWER STEERING PUMP";"0S093O01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PREHEATER PLUG";"PREHEATER PLUG";"0S090S01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PRESSURE SWITCH";"PRESSURE SWITCH";"0S093U01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"PROBE";"PROBE";"0S094G01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"RADIATOR CAP";"RADIATOR CAP";"0S090M01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"RALLONGE DE VALVE";"RALLONGE DE VALVE";"0S095M01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"REAR BRAKE KIT - BRAKE SHOE KIT";"REAR BRAKE KIT - BRAKE SHOE KIT";"0S092U01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"REAR VIEW MIRROR PLATE - MOUNTING PLATE";"REAR VIEW MIRROR PLATE - MOUNTING PLATE";"0S093J01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"REAR VIEW MIRROR REPAIR KIT";"REAR VIEW MIRROR REPAIR KIT";"0S094Z01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"REAR VIEW MIRRORS";"REAR VIEW MIRRORS";"0S094301";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"RELAY";"RELAY";"0S093Z01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"ROCKER ARM -ROCKER";"ROCKER ARM -ROCKER";"0S091S01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"ROCKER COVER SEAL";"ROCKER COVER SEAL";"0S092O01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"ROOF RACK - PACKAGE HOLDER - SISSY BAR";"ROOF RACK - PACKAGE HOLDER - SISSY BAR";"0S090701";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SEALING RING - LIP SEAL - O-RING";"SEALING RING - LIP SEAL - O-RING";"0S090801";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SERVICE KIT";"SERVICE KIT";"0S095401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SHOCK ABSORBER - SHOCK ABSORBER KIT";"SHOCK ABSORBER - SHOCK ABSORBER KIT";"0S090401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SILENCER FOR PIPE - REAR SILENCER";"SILENCER FOR PIPE - REAR SILENCER";"0S094A01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPACER - STEERING WHEEL HUB";"SPACER - STEERING WHEEL HUB";"0S092601";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPARK PLUG";"SPARK PLUG";"0S090Q01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPARK PLUG";"SPARK PLUG";"0S090R01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPEED SENSOR - STEP MOTOR";"SPEED SENSOR - STEP MOTOR";"0S093E01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPEEDOMETER - REV COUNTER";"SPEEDOMETER - REV COUNTER";"0S095001";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SPRINGS - SUSPENSION KIT - SUSPENSION CUP - SUSPENSION STOP BLOCK";"SPRINGS - SUSPENSION KIT - SUSPENSION CUP - SUSPENSION STOP BLOCK";"0S091J01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STARTER";"STARTER";"0S091V01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STEERING BALL JOINT";"STEERING BALL JOINT";"0S094401";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STEERING BEARING AND CAGE ";"STEERING BEARING AND CAGE ";"0S094601";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STEERING BELLOWS";"STEERING BELLOWS";"0S094J01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STEERING RACK - STEERING CYLINDER";"STEERING RACK - STEERING CYLINDER";"0S091Q01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"STRUT BAR";"STRUT BAR";"0S090A01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUNROOF";"SUNROOF";"0S095501";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION ARM - SUSPENSION WISHBONE";"SUSPENSION ARM - SUSPENSION WISHBONE";"0S090V01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION BALL JOINT";"SUSPENSION BALL JOINT";"0S094501";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION BELLOWS";"SUSPENSION BELLOWS";"0S094K01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION RUBBER BLOCKS - AXLE SUSPENSION";"SUSPENSION RUBBER BLOCKS - AXLE SUSPENSION";"0S094C01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION SPRING";"SUSPENSION SPRING";"0S094201";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SUSPENSION STOP";"SUSPENSION STOP";"0S090W01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SWITCH";"SWITCH";"0S091K01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"SWITCH - ACTUATOR - PUSH BUTTON";"SWITCH - ACTUATOR - PUSH BUTTON";"0S092N01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TAILGATE JACK";"TAILGATE JACK";"0S094T01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TANK CAP";"TANK CAP";"0S090O01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TEMPERATURE SENSORS - PROBE";"TEMPERATURE SENSORS - PROBE";"0S091701";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TENSIONER - BELT TENSIONER - DAMPER PULLEY";"TENSIONER - BELT TENSIONER - DAMPER PULLEY";"0S092J01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"THROTTLE BODY";"BUTTERFLY UNIT";"0S090L01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TIMING BELT - TIMING KIT";"TIMING BELT - TIMING KIT";"0S091O01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TOW BAR";"TOW BAR";"0S090B01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TRANSMISSION BELLOWS";"TRANSMISSION BELLOWS";"0S094L01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TRANSMISSION GASKET";"TRANSMISSION GASKET";"0S092Q01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TRANSMISSION RUBBER MOUNTINGS - GEARBOX SUSPENSION";"TRANSMISSION RUBBER MOUNTINGS - GEARBOX SUSPENSION";"0S094D01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TRANSMISSION SHAFT";"TRANSMISSION SHAFT";"0S090601";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TURBO HOSE";"TURBO HOSE";"0S092301";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"TURBOCHARGER - SUPERCHARGER - TURBINE";"TURBOCHARGER - SUPERCHARGER - TURBINE";"0S094W01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"UNIVERSAL JOINT";"UNIVERSAL JOINT";"0S091901";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"UNIVERSAL JOINT BELLOWS";"UNIVERSAL JOINT BELLOWS";"0S094I01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"VALVE";"VALVE";"0S094M01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"VALVE SPRING";"VALVE SPRING";"0S094101";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"VEHICLES BATTERY";"VEHICLES BATTERY";"0S090D01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WATER PUMP";"WATER PUMP";"0S093N01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WATER RADIATOR";"WATER RADIATOR";"0S093X01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WATER THERMOSTAT - OIL THERMOSTAT";"WATER THERMOSTAT - OIL THERMOSTAT";"0S094P01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WHEEL BEARING AND CAGE ";"WHEEL BEARING AND CAGE ";"0S094701";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WHEEL BOLT - NUT - WHEEL STUD";"WHEEL BOLT - NUT - WHEEL STUD";"0S090T01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WHEEL HUB";"WHEEL HUB";"0S093D01";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WIPER BLADE";"WIPER BLADE";"0S090901";"No";"Standard";
"CARS - MOTORCYCLES";"PARTS";"WIPER MOTOR";"WIPER MOTOR";"0S093B01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BATTERY BOOSTER - STARTING STATION";"BATTERY BOOSTER - STARTING STATION";"0S080201";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BATTERY CHARGER";"BATTERY CHARGER";"0S080501";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BATTERY CUT-OFF SWITCH";"BATTERY CUT-OFF SWITCH";"0S081M01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BELT TENSIONER";"BELT TENSIONER";"0S081F01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BODY SHOP KIT";"BODY SHOP KIT";"0S081U01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BODYWORK JACK KIT";"BODYWORK JACK KIT";"0S081V01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BRAKE BLEED KIT";"BRAKE BLEED KIT";"0S081601";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BRAKE PISTON WIND-BACK TOOL";"BRAKE PISTON WIND-BACK TOOL";"0S081A01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"BROOM - CAR SQUEEGEE";"BROOM - CAR SQUEEGEE";"0S082101";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CANDLE";"CANDLE";"0S081Z01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CAR PLIERS";"CAR PLIERS";"0S080Z01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CAR WINCH";"CAR WINCH";"0S081I01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CHAIN LINK EXTRACTOR";"CHAIN LINK EXTRACTOR";"0S080F01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CLEANING FOUNTAIN";"CLEANING FOUNTAIN";"0S080O01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"CLUTCH CENTRING TOOL";"CLUTCH CENTRING TOOL";"0S081L01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"COMPRESSOR";"COMPRESSOR";"0S080901";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"COMPRESSOR SPARE PART";"COMPRESSOR SPARE PART";"0S081P01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"DIAGNOSTIC TOOL";"DIAGNOSTIC TOOL";"0S081O01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"ELECTRICAL TESTER - CONTINUITY TESTER";"ELECTRICAL TESTER - CONTINUITY TESTER";"0S081G01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"ENGINE FITTING";"ENGINE FITTING";"0S081C01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"ENGINE FLYWHEEL LOCK - SPROCKET LOCK - ENGINE TIMING SET";"ENGINE FLYWHEEL LOCK - SPROCKET LOCK - ENGINE TIMING SET";"0S081K01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"ENGINE OIL CHANGE KIT";"ENGINE OIL CHANGE KIT";"0S080T01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"EXHAUST PIPE TOOL";"EXHAUST PIPE TOOL";"0S081X01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"EXTRACTORS - BEARING SEPARATOR - BALL JOINT EXTRACTOR";"EXTRACTORS - BEARING SEPARATOR - BALL JOINT EXTRACTOR";"0S080N01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"FOOT PUMP";"FOOT PUMP";"0S081101";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"GARAGE TROLLEY";"GARAGE TROLLEY";"0S080601";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"GREASE PUMP - ACCESSORY";"GREASE PUMP - ACCESSORY";"0S081001";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"JACK";"JACK";"0S080D01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"JERRY CAN";"JERRY CAN";"0S080R01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"KEYS";"KEYS";"0S080701";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"KIT DE REHAUSSEMENT - RABAISSEMENT";"KIT DE REHAUSSEMENT - RABAISSEMENT";"0S082001";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"LEAK TRACER - LEAK TRACER KIT";"LEAK TRACER - LEAK TRACER KIT";"0S081Q01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"LUG WRENCH";"LUG WRENCH";"0S082201";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"MAGNETIC FINGER";"MAGNETIC FINGER";"0S080H01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"MECHANIC'S OVERALLS";"MECHANIC'S OVERALLS";"0S080801";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"MOTORCYCLE LIFT";"MOTORCYCLE LIFT";"0S081N01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"MULTIMETER";"MULTIMETER";"0S080X01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"OIL CAN";"OIL CAN";"0S080301";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"OIL CHANGE FUNNEL";"OIL CHANGE FUNNEL";"0S080K01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"OIL CHANGE RAMP";"OIL CHANGE RAMP";"0S081801";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"OIL DRAIN TRAY";"OIL DRAIN TRAY";"0S080101";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"OIL SYRINGE";"OIL SYRINGE";"0S081B01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"ORBITAL PNEUMATIC SANDER";"ORBITAL PNEUMATIC SANDER";"0S081301";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"POWER BENCH - PERFORMANCE MEASURING";"POWER BENCH - PERFORMANCE MEASURING";"0S081Y01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PRESS";"PRESS";"0S081501";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PRESSURE GAUGE";"PRESSURE GAUGE";"0S080V01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PRESSURE TESTER";"PRESSURE TESTER";"0S080B01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PROTECTIVE GLOVES";"PROTECTIVE GLOVES";"0S080P01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PROTECTIVE GOGGLES";"PROTECTIVE GOGGLES";"0S080U01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PROTRACTOR";"PROTRACTOR";"0S081901";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"PUMP ATTENDANT EQUIPMENT";"PUMP ATTENDANT EQUIPMENT";"0S081S01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"RIM - WHEEL MOUNTING";"RIM - WHEEL MOUNTING";"0S081W01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"SHOT PEENING - SAND BLASTING MACHINE";"SHOT PEENING - SAND BLASTING MACHINE";"0S081E01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"SOCKETS AND BITS";"SOCKETS AND BITS";"0S080I01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"SPRING COMPRESSOR - SHOCK ABSORBER TOOL";"SPRING COMPRESSOR - SHOCK ABSORBER TOOL";"0S080A01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"STARTER CABLE - SURGE PROTECTOR";"STARTER CABLE - SURGE PROTECTOR";"0S080401";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TERMINALS - WIRES";"TERMINALS - WIRES";"0S080C01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TIMING SET";"TIMING SET";"0S080M01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TOOLBOX";"TOOLBOX";"0S081J01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TRAKRITE - WHEEL ALIGNMENT CHECKER";"TRAKRITE - WHEEL ALIGNMENT CHECKER";"0S081H01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TYRE HOLDER";"TYRE HOLDER";"0S081D01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"TYRE LEVER";"TYRE LEVER";"0S080E01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"VACUUM PUMP";"VACUUM PUMP";"0S081201";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"VALVE LAPPING KIT";"VALVE LAPPING KIT";"0S080S01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"VOLTAGE DETECTOR";"VOLTAGE DETECTOR";"0S080G01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WHEEL - VEHICLES WEIGHING SCALES";"WHEEL - VEHICLES WEIGHING SCALES";"0S081T01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WHEEL BALANCER";"WHEEL BALANCER";"0S080L01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WINDSCREEN CHANGING TOOLS";"WINDSCREEN CHANGING TOOLS";"0S081R01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WORKSHOP AND GARAGE ORGANIZATION";"WORKSHOP AND GARAGE ORGANIZATION";"0S081701";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WORKSHOP CHAIN BLOCK TACKLE";"WORKSHOP CHAIN BLOCK TACKLE";"0S080Y01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WORKSHOP CRANE - HYDRAULIC CRANE";"WORKSHOP CRANE - HYDRAULIC CRANE";"0S080Q01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WORKSHOP LIGHTING";"WORKSHOP LIGHTING";"0S080J01";"No";"Standard";
"CARS - MOTORCYCLES";"TOOLS";"WORKSHOP VEHICLES LIFT";"WORKSHOP VEHICLES LIFT";"0S081401";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"CHAUSSETTE NEIGE";"CHAUSSETTE NEIGE";"0S0B0A01";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"PNEUS ESPACE VERT";"PNEUS ESPACE VERT";"0S0B0B01";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"PNEUS MOTO - PNEUS SCOOTER - PNEUS QUAD";"PNEUS MOTO - PNEUS SCOOTER - PNEUS QUAD";"0S0B0801";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"PNEUS POIDS-LOURD - PNEUS CAMION - PNEUS BUS";"PNEUS POIDS-LOURD - PNEUS CAMION - PNEUS BUS";"0S0B0701";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"PNEUS UTILITAIRE - PNEUS CAMIONNETTE - PNEUS CAMPING-CAR";"PNEUS UTILITAIRE - PNEUS CAMIONNETTE - PNEUS CAMPING-CAR";"0S0B0901";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"SNOW CHAIN - SOCK";"SNOW CHAIN - SOCK";"0S0B0301";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"TYRE COVER";"TYRE COVER";"0S0B0201";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"TYRE INNER TUBE";"TYRE INNER TUBE";"0S0B0401";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"TYRE REPAIR KIT - TYRE REPAIR TOOL";"TYRE REPAIR KIT - TYRE REPAIR TOOL";"0S0B0501";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"TYRE SPARE PART - VALVE";"TYRE SPARE PART - VALVE";"0S0B0601";"No";"Standard";
"CARS - MOTORCYCLES";"TYRES";"TYRES";"TYRES";"0S0B0101";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"BUGGY";"BUGGY";"0S040K01";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"BUS";"BUS";"0S040201";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"CAMPER";"CAMPER";"0S040401";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"CAR";"CAR";"0S040E01";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"CARAVAN";"CARAVAN";"0S040501";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"JET-SKI";"JET-SKI";"0S040601";"No";"Standard";
"CARS - MOTORCYCLES";"VEHICLES";"LIGHT UTILITY VEHICLE";"LIGHT UTILITY VEHICLES";"0S040D01";"No";"Standard";
